country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
MY,Malaysia,Pahang,,,MY-06,,5/10/2020,-76,-34,-54,-58,-24,20
MY,Malaysia,Pahang,,,MY-06,,5/11/2020,-68,-17,-36,-46,-50,24
MY,Malaysia,Pahang,,,MY-06,,5/12/2020,-66,-15,-35,-43,-35,21
MY,Malaysia,Pahang,,,MY-06,,5/13/2020,-66,-16,-34,-42,-33,20
MY,Malaysia,Pahang,,,MY-06,,5/14/2020,-64,-17,-31,-43,-32,19
MY,Malaysia,Pahang,,,MY-06,,5/15/2020,-67,-17,-36,-50,-30,19
MY,Malaysia,Pahang,,,MY-06,,5/16/2020,-71,-26,-49,-53,-19,19
MY,Malaysia,Pahang,,,MY-06,,5/17/2020,-71,-30,-52,-56,-15,18
MY,Malaysia,Pahang,,,MY-06,,5/18/2020,-60,-13,-29,-38,-30,17
MY,Malaysia,Pahang,,,MY-06,,5/19/2020,-60,-10,-30,-36,-30,18
MY,Malaysia,Pahang,,,MY-06,,5/20/2020,-57,-5,-25,-36,-31,17
MY,Malaysia,Pahang,,,MY-06,,5/21/2020,-56,-4,-29,-34,-32,17
MY,Malaysia,Pahang,,,MY-06,,5/22/2020,-58,4,-32,-41,-44,21
MY,Malaysia,Pahang,,,MY-06,,5/23/2020,-67,-14,-46,-45,-28,16
MY,Malaysia,Pahang,,,MY-06,,5/24/2020,-75,-61,-35,-49,-30,11
MY,Malaysia,Pahang,,,MY-06,,5/25/2020,-66,-32,-19,-46,-63,21
MY,Malaysia,Pahang,,,MY-06,,5/26/2020,-61,-19,-27,-44,-57,21
MY,Malaysia,Pahang,,,MY-06,,5/27/2020,-56,-12,-26,-40,-36,17
MY,Malaysia,Pahang,,,MY-06,,5/28/2020,-56,-16,-27,-41,-32,17
MY,Malaysia,Pahang,,,MY-06,,5/29/2020,-60,-17,-33,-48,-28,19
MY,Malaysia,Pahang,,,MY-06,,5/30/2020,-64,-25,-45,-50,-12,17
MY,Malaysia,Pahang,,,MY-06,,5/31/2020,-64,-29,-47,-52,-9,16
MY,Malaysia,Pahang,,,MY-06,,6/1/2020,-51,-15,-23,-33,-24,15
MY,Malaysia,Pahang,,,MY-06,,6/2/2020,-52,-13,-23,-32,-23,14
MY,Malaysia,Pahang,,,MY-06,,6/3/2020,-53,-13,-23,-31,-23,14
MY,Malaysia,Pahang,,,MY-06,,6/4/2020,-54,-18,-25,-34,-24,15
MY,Malaysia,Pahang,,,MY-06,,6/5/2020,-54,-15,-30,-41,-20,16
MY,Malaysia,Pahang,,,MY-06,,6/6/2020,-59,-22,-43,-43,-8,14
MY,Malaysia,Pahang,,,MY-06,,6/7/2020,-58,-26,-42,-45,-8,13
MY,Malaysia,Pahang,,,MY-06,,6/8/2020,-48,-11,-18,-32,-52,18
MY,Malaysia,Pahang,,,MY-06,,6/9/2020,-45,-9,-20,-25,-22,11
MY,Malaysia,Pahang,,,MY-06,,6/10/2020,-41,-7,-13,-15,-22,10
MY,Malaysia,Pahang,,,MY-06,,6/11/2020,-36,-3,-10,-14,-23,9
MY,Malaysia,Pahang,,,MY-06,,6/12/2020,-38,-2,-12,-15,-21,10
MY,Malaysia,Pahang,,,MY-06,,6/13/2020,-39,-2,-15,-13,-10,6
MY,Malaysia,Pahang,,,MY-06,,6/14/2020,-37,-8,-14,-14,-9,4
MY,Malaysia,Pahang,,,MY-06,,6/15/2020,-30,0,-1,-2,-22,6
MY,Malaysia,Pahang,,,MY-06,,6/16/2020,-30,2,-2,-1,-20,7
MY,Malaysia,Pahang,,,MY-06,,6/17/2020,-32,1,-1,-3,-21,7
MY,Malaysia,Pahang,,,MY-06,,6/18/2020,-30,-2,-1,-1,-21,7
MY,Malaysia,Pahang,,,MY-06,,6/19/2020,-27,6,5,-1,-20,7
MY,Malaysia,Pahang,,,MY-06,,6/20/2020,-28,4,4,-2,-11,4
MY,Malaysia,Pahang,,,MY-06,,6/21/2020,-24,-1,8,-3,-8,3
MY,Malaysia,Pahang,,,MY-06,,6/22/2020,-17,11,17,10,-22,5
MY,Malaysia,Pahang,,,MY-06,,6/23/2020,-20,10,10,5,-21,6
MY,Malaysia,Pahang,,,MY-06,,6/24/2020,-29,-3,0,-5,-19,6
MY,Malaysia,Pahang,,,MY-06,,6/25/2020,-24,2,5,0,-20,6
MY,Malaysia,Pahang,,,MY-06,,6/26/2020,-22,8,15,3,-18,5
MY,Malaysia,Pahang,,,MY-06,,6/27/2020,-19,7,18,4,-11,3
MY,Malaysia,Pahang,,,MY-06,,6/28/2020,-17,1,21,3,-9,2
MY,Malaysia,Pahang,,,MY-06,,6/29/2020,-20,4,14,7,-18,5
MY,Malaysia,Pahang,,,MY-06,,6/30/2020,-18,7,7,2,-16,5
MY,Malaysia,Pahang,,,MY-06,,7/1/2020,-20,4,4,1,-15,4
MY,Malaysia,Pahang,,,MY-06,,7/2/2020,-19,3,8,5,-16,5
MY,Malaysia,Pahang,,,MY-06,,7/3/2020,-16,10,18,6,-13,5
MY,Malaysia,Pahang,,,MY-06,,7/4/2020,-12,9,18,6,-11,4
MY,Malaysia,Pahang,,,MY-06,,7/5/2020,-8,5,19,4,-8,2
MY,Malaysia,Pahang,,,MY-06,,7/6/2020,-12,7,19,8,-15,3
MY,Malaysia,Pahang,,,MY-06,,7/7/2020,-13,11,15,5,-15,4
MY,Malaysia,Pahang,,,MY-06,,7/8/2020,-17,6,9,-1,-13,4
MY,Malaysia,Pahang,,,MY-06,,7/9/2020,-16,4,13,3,-14,5
MY,Malaysia,Pahang,,,MY-06,,7/10/2020,-12,8,21,1,-12,5
MY,Malaysia,Pahang,,,MY-06,,7/11/2020,-8,5,20,1,-9,3
MY,Malaysia,Pahang,,,MY-06,,7/12/2020,-7,3,15,1,-8,2
MY,Malaysia,Pahang,,,MY-06,,7/13/2020,-13,6,11,5,-14,4
MY,Malaysia,Pahang,,,MY-06,,7/14/2020,-14,10,9,4,-12,4
MY,Malaysia,Pahang,,,MY-06,,7/15/2020,-17,0,-2,-18,-12,5
MY,Malaysia,Pahang,,,MY-06,,7/16/2020,-16,-3,-3,-16,-12,5
MY,Malaysia,Pahang,,,MY-06,,7/17/2020,-12,1,7,-17,-9,5
MY,Malaysia,Pahang,,,MY-06,,7/18/2020,-10,-2,4,-18,-8,5
MY,Malaysia,Pahang,,,MY-06,,7/19/2020,-8,-1,4,-18,-6,3
MY,Malaysia,Pahang,,,MY-06,,7/20/2020,-13,1,2,-13,-12,4
MY,Malaysia,Pahang,,,MY-06,,7/21/2020,-15,4,-3,-16,-12,4
MY,Malaysia,Pahang,,,MY-06,,7/22/2020,-18,0,-3,-18,-11,5
MY,Malaysia,Pahang,,,MY-06,,7/23/2020,-14,4,-4,-14,-11,4
MY,Malaysia,Pahang,,,MY-06,,7/24/2020,-10,7,6,-15,-8,4
MY,Malaysia,Pahang,,,MY-06,,7/25/2020,-5,8,9,-12,-7,2
MY,Malaysia,Pahang,,,MY-06,,7/26/2020,-7,2,4,-17,-6,3
MY,Malaysia,Pahang,,,MY-06,,7/27/2020,-9,6,5,-8,-12,3
MY,Malaysia,Pahang,,,MY-06,,7/28/2020,-8,10,4,0,-12,3
MY,Malaysia,Pahang,,,MY-06,,7/29/2020,4,23,19,39,-17,-1
MY,Malaysia,Pahang,,,MY-06,,7/30/2020,6,45,33,44,-56,3
MY,Malaysia,Pahang,,,MY-06,,7/31/2020,-10,-1,60,-6,-64,6
MY,Malaysia,Pahang,,,MY-06,,8/1/2020,-3,14,46,2,-38,0
MY,Malaysia,Pahang,,,MY-06,,8/2/2020,0,10,29,31,-21,-4
MY,Malaysia,Pahang,,,MY-06,,8/3/2020,11,28,35,41,-28,1
MY,Malaysia,Pahang,,,MY-06,,8/4/2020,-3,17,17,9,-14,3
MY,Malaysia,Pahang,,,MY-06,,8/5/2020,-7,12,10,-7,-12,4
MY,Malaysia,Pahang,,,MY-06,,8/6/2020,-9,6,9,-9,-12,3
MY,Malaysia,Pahang,,,MY-06,,8/7/2020,-6,10,16,-9,-8,3
MY,Malaysia,Pahang,,,MY-06,,8/8/2020,-3,9,14,-6,-8,2
MY,Malaysia,Pahang,,,MY-06,,8/9/2020,-1,7,13,-9,-7,2
MY,Malaysia,Pahang,,,MY-06,,8/10/2020,-6,8,13,-8,-11,2
MY,Malaysia,Pahang,,,MY-06,,8/11/2020,-9,9,11,-10,-11,2
MY,Malaysia,Pahang,,,MY-06,,8/12/2020,-11,5,6,-11,-10,3
MY,Malaysia,Pahang,,,MY-06,,8/13/2020,-11,2,5,-12,-11,3
MY,Malaysia,Pahang,,,MY-06,,8/14/2020,-11,4,7,-12,-8,4
MY,Malaysia,Pahang,,,MY-06,,8/15/2020,-6,4,13,-13,-7,2
MY,Malaysia,Pahang,,,MY-06,,8/16/2020,-7,1,8,-15,-8,2
MY,Malaysia,Pahang,,,MY-06,,8/17/2020,-11,2,7,-10,-10,2
MY,Malaysia,Pahang,,,MY-06,,8/18/2020,-12,3,8,-11,-9,3
MY,Malaysia,Pahang,,,MY-06,,8/19/2020,-7,6,12,3,-9,0
MY,Malaysia,Pahang,,,MY-06,,8/20/2020,20,20,69,24,-44,7
MY,Malaysia,Pahang,,,MY-06,,8/21/2020,8,19,60,-2,-22,4
MY,Malaysia,Pahang,,,MY-06,,8/22/2020,1,6,34,4,-11,1
MY,Malaysia,Pahang,,,MY-06,,8/23/2020,3,3,31,11,-8,0
MY,Malaysia,Pahang,,,MY-06,,8/24/2020,1,14,21,12,-18,1
MY,Malaysia,Pahang,,,MY-06,,8/25/2020,-6,14,10,-6,-8,2
MY,Malaysia,Pahang,,,MY-06,,8/26/2020,-9,9,11,-9,-8,2
MY,Malaysia,Pahang,,,MY-06,,8/27/2020,-7,9,11,-2,-8,2
MY,Malaysia,Pahang,,,MY-06,,8/28/2020,-2,13,24,11,-7,1
MY,Malaysia,Pahang,,,MY-06,,8/29/2020,4,13,36,23,-10,-1
MY,Malaysia,Pahang,,,MY-06,,8/30/2020,27,19,84,20,-13,-3
MY,Malaysia,Pahang,,,MY-06,,8/31/2020,28,29,92,64,-56,3
MY,Malaysia,Pahang,,,MY-06,,9/1/2020,-5,16,15,9,-9,1
MY,Malaysia,Pahang,,,MY-06,,9/2/2020,-10,7,7,-7,-8,2
MY,Malaysia,Pahang,,,MY-06,,9/3/2020,-10,4,5,-9,-8,3
MY,Malaysia,Pahang,,,MY-06,,9/4/2020,-7,7,13,-3,-5,4
MY,Malaysia,Pahang,,,MY-06,,9/5/2020,-1,9,19,4,-8,3
MY,Malaysia,Pahang,,,MY-06,,9/6/2020,0,10,21,1,-8,2
MY,Malaysia,Pahang,,,MY-06,,9/7/2020,-6,10,13,-3,-9,2
MY,Malaysia,Pahang,,,MY-06,,9/8/2020,-9,11,12,-5,-8,2
MY,Malaysia,Pahang,,,MY-06,,9/9/2020,-9,9,11,-9,-8,1
MY,Malaysia,Pahang,,,MY-06,,9/10/2020,-10,3,6,-7,-9,2
MY,Malaysia,Pahang,,,MY-06,,9/11/2020,-8,7,19,-4,-7,1
MY,Malaysia,Pahang,,,MY-06,,9/12/2020,-5,7,19,-3,-9,1
MY,Malaysia,Pahang,,,MY-06,,9/13/2020,-1,9,21,0,-9,0
MY,Malaysia,Pahang,,,MY-06,,9/14/2020,-8,4,17,-4,-9,3
MY,Malaysia,Pahang,,,MY-06,,9/15/2020,0,13,25,5,-7,1
MY,Malaysia,Pahang,,,MY-06,,9/16/2020,18,23,71,20,-51,9
MY,Malaysia,Pahang,,,MY-06,,9/17/2020,-5,4,17,-4,-8,3
MY,Malaysia,Pahang,,,MY-06,,9/18/2020,-4,6,25,-2,-5,4
MY,Malaysia,Pahang,,,MY-06,,9/19/2020,-2,5,25,4,-9,3
MY,Malaysia,Pahang,,,MY-06,,9/20/2020,-4,2,15,4,-10,3
MY,Malaysia,Pahang,,,MY-06,,9/21/2020,-7,4,10,-3,-9,3
MY,Malaysia,Pahang,,,MY-06,,9/22/2020,-13,4,2,-10,-8,4
MY,Malaysia,Pahang,,,MY-06,,9/23/2020,-15,2,-5,-13,-9,4
MY,Malaysia,Pahang,,,MY-06,,9/24/2020,-6,9,9,-1,-8,4
MY,Malaysia,Pahang,,,MY-06,,9/25/2020,-2,14,24,3,-6,4
MY,Malaysia,Pahang,,,MY-06,,9/26/2020,-1,10,20,1,-11,3
MY,Malaysia,Pahang,,,MY-06,,9/27/2020,0,12,22,3,-11,2
MY,Malaysia,Pahang,,,MY-06,,9/28/2020,-8,10,4,-2,-10,4
MY,Malaysia,Pahang,,,MY-06,,9/29/2020,-12,11,-3,-7,-8,5
MY,Malaysia,Pahang,,,MY-06,,9/30/2020,-12,11,-5,-10,-10,2
MY,Malaysia,Pahang,,,MY-06,,10/1/2020,-17,1,-14,-9,-12,3
MY,Malaysia,Pahang,,,MY-06,,10/2/2020,-10,12,3,-8,-9,2
MY,Malaysia,Pahang,,,MY-06,,10/3/2020,-11,8,5,-9,-15,2
MY,Malaysia,Pahang,,,MY-06,,10/4/2020,-11,5,2,-11,-17,1
MY,Malaysia,Pahang,,,MY-06,,10/5/2020,-13,6,-10,-15,-14,2
MY,Malaysia,Pahang,,,MY-06,,10/6/2020,-16,7,-12,-20,-11,3
MY,Malaysia,Pahang,,,MY-06,,10/7/2020,-17,5,-14,-23,-11,3
MY,Malaysia,Pahang,,,MY-06,,10/8/2020,-14,5,-9,-19,-9,4
MY,Malaysia,Pahang,,,MY-06,,10/9/2020,-11,9,4,-17,-7,4
MY,Malaysia,Pahang,,,MY-06,,10/10/2020,-13,5,7,-17,-12,5
MY,Malaysia,Pahang,,,MY-06,,10/11/2020,-11,6,5,-17,-13,5
MY,Malaysia,Pahang,,,MY-06,,10/12/2020,-12,5,-4,-17,-12,5
MY,Malaysia,Pahang,,,MY-06,,10/13/2020,-16,8,-11,-12,-9,5
MY,Malaysia,Pahang,,,MY-06,,10/14/2020,-23,0,-18,-35,-10,6
MY,Malaysia,Pahang,,,MY-06,,10/15/2020,-23,0,-19,-34,-10,6
MY,Malaysia,Pahang,,,MY-06,,10/16/2020,-23,3,-13,-36,-6,7
MY,Malaysia,Pahang,,,MY-06,,10/17/2020,-29,-3,-20,-41,-11,8
MY,Malaysia,Pahang,,,MY-06,,10/18/2020,-29,-3,-16,-44,-13,8
MY,Malaysia,Pahang,,,MY-06,,10/19/2020,-24,-2,-20,-36,-11,7
MY,Malaysia,Pahang,,,MY-06,,10/20/2020,-23,2,-18,-33,-8,6
MY,Malaysia,Pahang,,,MY-06,,10/21/2020,-22,2,-16,-36,-9,6
MY,Malaysia,Pahang,,,MY-06,,10/22/2020,-21,2,-15,-35,-9,6
MY,Malaysia,Pahang,,,MY-06,,10/23/2020,-20,6,-5,-38,-6,5
MY,Malaysia,Pahang,,,MY-06,,10/24/2020,-26,0,-14,-43,-9,6
MY,Malaysia,Pahang,,,MY-06,,10/25/2020,-25,1,-14,-45,-14,6
MY,Malaysia,Pahang,,,MY-06,,10/26/2020,-15,12,-9,-34,-10,4
MY,Malaysia,Pahang,,,MY-06,,10/27/2020,-16,12,-12,-33,-8,4
MY,Malaysia,Pahang,,,MY-06,,10/28/2020,-17,5,-13,-30,-10,3
MY,Malaysia,Pahang,,,MY-06,,10/29/2020,-10,15,5,-31,-48,12
MY,Malaysia,Pahang,,,MY-06,,10/30/2020,-17,10,-1,-40,-14,5
MY,Malaysia,Pahang,,,MY-06,,10/31/2020,-25,0,-17,-42,-14,5
MY,Malaysia,Pahang,,,MY-06,,11/1/2020,-24,1,-18,-44,-16,5
MY,Malaysia,Pahang,,,MY-06,,11/2/2020,-21,0,-25,-37,-11,6
MY,Malaysia,Pahang,,,MY-06,,11/3/2020,-20,8,-22,-36,-8,5
MY,Malaysia,Pahang,,,MY-06,,11/4/2020,-22,3,-26,-38,-11,7
MY,Malaysia,Pahang,,,MY-06,,11/5/2020,-22,0,-20,-39,-9,6
MY,Malaysia,Pahang,,,MY-06,,11/6/2020,-22,1,-11,-44,-6,7
MY,Malaysia,Pahang,,,MY-06,,11/7/2020,-24,1,-21,-44,-10,7
MY,Malaysia,Pahang,,,MY-06,,11/8/2020,-23,1,-17,-40,-13,6
MY,Malaysia,Penang,,,MY-07,,2/15/2020,-3,-5,-1,-6,0,3
MY,Malaysia,Penang,,,MY-07,,2/16/2020,-5,-5,2,-4,-2,2
MY,Malaysia,Penang,,,MY-07,,2/17/2020,-6,-6,-3,-8,2,2
MY,Malaysia,Penang,,,MY-07,,2/18/2020,-10,-9,-13,-15,1,3
MY,Malaysia,Penang,,,MY-07,,2/19/2020,-8,-7,-6,-11,2,2
MY,Malaysia,Penang,,,MY-07,,2/20/2020,-5,-5,-10,-10,3,1
MY,Malaysia,Penang,,,MY-07,,2/21/2020,-6,-8,-13,-7,5,2
MY,Malaysia,Penang,,,MY-07,,2/22/2020,-5,-7,-8,-10,2,2
MY,Malaysia,Penang,,,MY-07,,2/23/2020,-8,-9,-4,-8,0,2
MY,Malaysia,Penang,,,MY-07,,2/24/2020,-7,-6,-10,-10,1,2
MY,Malaysia,Penang,,,MY-07,,2/25/2020,-6,-6,-11,-14,2,2
MY,Malaysia,Penang,,,MY-07,,2/26/2020,-6,-7,-12,-10,2,2
MY,Malaysia,Penang,,,MY-07,,2/27/2020,-6,-8,-17,-8,3,2
MY,Malaysia,Penang,,,MY-07,,2/28/2020,-2,-5,-12,-4,5,2
MY,Malaysia,Penang,,,MY-07,,2/29/2020,2,-1,-2,-3,0,1
MY,Malaysia,Penang,,,MY-07,,3/1/2020,-3,-4,0,-1,-2,1
MY,Malaysia,Penang,,,MY-07,,3/2/2020,-4,-2,-10,-6,1,2
MY,Malaysia,Penang,,,MY-07,,3/3/2020,-4,-3,-13,-11,2,2
MY,Malaysia,Penang,,,MY-07,,3/4/2020,-5,-5,-12,-10,3,2
MY,Malaysia,Penang,,,MY-07,,3/5/2020,-5,-6,-16,-9,2,2
MY,Malaysia,Penang,,,MY-07,,3/6/2020,-3,-5,-13,-6,5,2
MY,Malaysia,Penang,,,MY-07,,3/7/2020,0,-1,-5,-5,0,2
MY,Malaysia,Penang,,,MY-07,,3/8/2020,-4,-3,0,-6,0,1
MY,Malaysia,Penang,,,MY-07,,3/9/2020,-6,-2,-11,-10,1,2
MY,Malaysia,Penang,,,MY-07,,3/10/2020,-7,0,-15,-12,1,2
MY,Malaysia,Penang,,,MY-07,,3/11/2020,-8,-3,-19,-12,1,3
MY,Malaysia,Penang,,,MY-07,,3/12/2020,-9,-5,-22,-10,1,3
MY,Malaysia,Penang,,,MY-07,,3/13/2020,-8,-4,-21,-8,2,3
MY,Malaysia,Penang,,,MY-07,,3/14/2020,-11,-4,-20,-8,-3,4
MY,Malaysia,Penang,,,MY-07,,3/15/2020,-15,-7,-15,-9,-6,4
MY,Malaysia,Penang,,,MY-07,,3/16/2020,-7,21,-10,-6,-10,4
MY,Malaysia,Penang,,,MY-07,,3/17/2020,-8,30,-20,0,-10,3
MY,Malaysia,Penang,,,MY-07,,3/18/2020,-58,-15,-55,-32,-49,26
MY,Malaysia,Penang,,,MY-07,,3/19/2020,-68,-25,-70,-54,-55,32
MY,Malaysia,Penang,,,MY-07,,3/20/2020,-72,-29,-77,-64,-61,38
MY,Malaysia,Penang,,,MY-07,,3/21/2020,-76,-34,-83,-70,-58,35
MY,Malaysia,Penang,,,MY-07,,3/22/2020,-84,-61,-86,-78,-56,34
MY,Malaysia,Penang,,,MY-07,,3/23/2020,-78,-47,-79,-70,-69,40
MY,Malaysia,Penang,,,MY-07,,3/24/2020,-78,-46,-79,-72,-70,41
MY,Malaysia,Penang,,,MY-07,,3/25/2020,-77,-45,-79,-71,-70,41
MY,Malaysia,Penang,,,MY-07,,3/26/2020,-77,-45,-79,-72,-68,41
MY,Malaysia,Penang,,,MY-07,,3/27/2020,-77,-43,-81,-73,-67,43
MY,Malaysia,Penang,,,MY-07,,3/28/2020,-80,-51,-85,-77,-60,38
MY,Malaysia,Penang,,,MY-07,,3/29/2020,-83,-61,-85,-80,-53,33
MY,Malaysia,Penang,,,MY-07,,3/30/2020,-77,-47,-79,-73,-66,39
MY,Malaysia,Penang,,,MY-07,,3/31/2020,-76,-44,-79,-73,-66,39
MY,Malaysia,Penang,,,MY-07,,4/1/2020,-77,-49,-79,-73,-65,39
MY,Malaysia,Penang,,,MY-07,,4/2/2020,-78,-48,-81,-74,-66,40
MY,Malaysia,Penang,,,MY-07,,4/3/2020,-79,-49,-82,-77,-64,43
MY,Malaysia,Penang,,,MY-07,,4/4/2020,-81,-56,-86,-79,-58,38
MY,Malaysia,Penang,,,MY-07,,4/5/2020,-83,-62,-86,-81,-52,34
MY,Malaysia,Penang,,,MY-07,,4/6/2020,-74,-43,-78,-73,-63,38
MY,Malaysia,Penang,,,MY-07,,4/7/2020,-75,-43,-79,-74,-65,39
MY,Malaysia,Penang,,,MY-07,,4/8/2020,-76,-45,-79,-73,-64,39
MY,Malaysia,Penang,,,MY-07,,4/9/2020,-75,-44,-80,-74,-63,39
MY,Malaysia,Penang,,,MY-07,,4/10/2020,-78,-46,-82,-77,-63,42
MY,Malaysia,Penang,,,MY-07,,4/11/2020,-79,-50,-85,-79,-55,37
MY,Malaysia,Penang,,,MY-07,,4/12/2020,-81,-56,-85,-81,-49,33
MY,Malaysia,Penang,,,MY-07,,4/13/2020,-73,-42,-76,-74,-61,37
MY,Malaysia,Penang,,,MY-07,,4/14/2020,-76,-45,-79,-74,-63,39
MY,Malaysia,Penang,,,MY-07,,4/15/2020,-77,-48,-79,-73,-62,40
MY,Malaysia,Penang,,,MY-07,,4/16/2020,-79,-46,-80,-72,-62,39
MY,Malaysia,Penang,,,MY-07,,4/17/2020,-82,-49,-82,-76,-61,42
MY,Malaysia,Penang,,,MY-07,,4/18/2020,-84,-53,-86,-78,-54,38
MY,Malaysia,Penang,,,MY-07,,4/19/2020,-85,-58,-85,-80,-47,33
MY,Malaysia,Penang,,,MY-07,,4/20/2020,-78,-44,-78,-70,-56,36
MY,Malaysia,Penang,,,MY-07,,4/21/2020,-78,-42,-77,-70,-57,36
MY,Malaysia,Penang,,,MY-07,,4/22/2020,-79,-45,-78,-70,-57,37
MY,Malaysia,Penang,,,MY-07,,4/23/2020,-76,-39,-78,-71,-55,36
MY,Malaysia,Penang,,,MY-07,,4/24/2020,-81,-43,-81,-76,-56,40
MY,Malaysia,Penang,,,MY-07,,4/25/2020,-82,-47,-84,-78,-49,36
MY,Malaysia,Penang,,,MY-07,,4/26/2020,-85,-58,-86,-81,-44,33
MY,Malaysia,Penang,,,MY-07,,4/27/2020,-76,-39,-75,-71,-52,35
MY,Malaysia,Penang,,,MY-07,,4/28/2020,-78,-40,-77,-71,-54,35
MY,Malaysia,Penang,,,MY-07,,4/29/2020,-77,-41,-77,-69,-51,33
MY,Malaysia,Penang,,,MY-07,,4/30/2020,-75,-31,-88,-63,-49,33
MY,Malaysia,Penang,,,MY-07,,5/1/2020,-77,-29,-88,-71,-71,44
MY,Malaysia,Penang,,,MY-07,,5/2/2020,-78,-38,-90,-70,-43,34
MY,Malaysia,Penang,,,MY-07,,5/3/2020,-79,-44,-88,-71,-38,30
MY,Malaysia,Penang,,,MY-07,,5/4/2020,-71,-27,-85,-60,-41,29
MY,Malaysia,Penang,,,MY-07,,5/5/2020,-71,-26,-85,-58,-42,29
MY,Malaysia,Penang,,,MY-07,,5/6/2020,-69,-23,-84,-55,-41,29
MY,Malaysia,Penang,,,MY-07,,5/7/2020,-68,-21,-85,-60,-56,33
MY,Malaysia,Penang,,,MY-07,,5/8/2020,-65,-23,-85,-56,-33,28
MY,Malaysia,Penang,,,MY-07,,5/9/2020,-64,-24,-86,-53,-27,25
MY,Malaysia,Penang,,,MY-07,,5/10/2020,-65,-29,-85,-56,-27,23
MY,Malaysia,Penang,,,MY-07,,5/11/2020,-60,-15,-82,-51,-43,26
MY,Malaysia,Penang,,,MY-07,,5/12/2020,-61,-19,-83,-49,-31,22
MY,Malaysia,Penang,,,MY-07,,5/13/2020,-59,-15,-80,-45,-28,22
MY,Malaysia,Penang,,,MY-07,,5/14/2020,-58,-15,-82,-47,-28,21
MY,Malaysia,Penang,,,MY-07,,5/15/2020,-58,-14,-83,-49,-26,22
MY,Malaysia,Penang,,,MY-07,,5/16/2020,-58,-15,-84,-51,-21,22
MY,Malaysia,Penang,,,MY-07,,5/17/2020,-61,-22,-83,-55,-23,22
MY,Malaysia,Penang,,,MY-07,,5/18/2020,-52,-8,-79,-42,-26,19
MY,Malaysia,Penang,,,MY-07,,5/19/2020,-52,-7,-79,-38,-26,19
MY,Malaysia,Penang,,,MY-07,,5/20/2020,-50,-8,-76,-38,-26,20
MY,Malaysia,Penang,,,MY-07,,5/21/2020,-49,-3,-76,-34,-26,19
MY,Malaysia,Penang,,,MY-07,,5/22/2020,-52,-5,-80,-41,-28,23
MY,Malaysia,Penang,,,MY-07,,5/23/2020,-51,3,-80,-42,-30,22
MY,Malaysia,Penang,,,MY-07,,5/24/2020,-63,-39,-74,-36,-35,19
MY,Malaysia,Penang,,,MY-07,,5/25/2020,-51,-11,-73,-42,-70,31
MY,Malaysia,Penang,,,MY-07,,5/26/2020,-50,-7,-76,-44,-63,30
MY,Malaysia,Penang,,,MY-07,,5/27/2020,-48,-9,-75,-37,-34,22
MY,Malaysia,Penang,,,MY-07,,5/28/2020,-49,-10,-76,-41,-29,21
MY,Malaysia,Penang,,,MY-07,,5/29/2020,-51,-14,-79,-46,-25,22
MY,Malaysia,Penang,,,MY-07,,5/30/2020,-51,-14,-80,-45,-15,21
MY,Malaysia,Penang,,,MY-07,,5/31/2020,-52,-17,-78,-48,-16,19
MY,Malaysia,Penang,,,MY-07,,6/1/2020,-45,-7,-74,-37,-22,17
MY,Malaysia,Penang,,,MY-07,,6/2/2020,-46,-10,-76,-37,-23,17
MY,Malaysia,Penang,,,MY-07,,6/3/2020,-46,-10,-74,-35,-22,18
MY,Malaysia,Penang,,,MY-07,,6/4/2020,-48,-13,-77,-40,-22,18
MY,Malaysia,Penang,,,MY-07,,6/5/2020,-45,-10,-68,-41,-20,19
MY,Malaysia,Penang,,,MY-07,,6/6/2020,-45,-11,-71,-40,-13,18
MY,Malaysia,Penang,,,MY-07,,6/7/2020,-46,-16,-67,-40,-14,17
MY,Malaysia,Penang,,,MY-07,,6/8/2020,-37,3,-60,-37,-61,27
MY,Malaysia,Penang,,,MY-07,,6/9/2020,-41,-8,-62,-35,-21,15
MY,Malaysia,Penang,,,MY-07,,6/10/2020,-37,-8,-58,-27,-21,14
MY,Malaysia,Penang,,,MY-07,,6/11/2020,-35,-8,-39,-30,-21,13
MY,Malaysia,Penang,,,MY-07,,6/12/2020,-38,-12,-43,-33,-19,15
MY,Malaysia,Penang,,,MY-07,,6/13/2020,-36,-11,-41,-29,-13,11
MY,Malaysia,Penang,,,MY-07,,6/14/2020,-38,-16,-38,-33,-13,9
MY,Malaysia,Penang,,,MY-07,,6/15/2020,-32,-4,-32,-26,-21,11
MY,Malaysia,Penang,,,MY-07,,6/16/2020,-33,-6,-34,-27,-21,12
MY,Malaysia,Penang,,,MY-07,,6/17/2020,-33,-4,-29,-25,-20,12
MY,Malaysia,Penang,,,MY-07,,6/18/2020,-32,-5,-33,-27,-20,12
MY,Malaysia,Penang,,,MY-07,,6/19/2020,-33,-7,-37,-28,-19,13
MY,Malaysia,Penang,,,MY-07,,6/20/2020,-30,-5,-33,-23,-12,10
MY,Malaysia,Penang,,,MY-07,,6/21/2020,-30,-11,-26,-26,-13,8
